Date,Demand,Hour,Weekday,Price
2019-08-14,1199.04,11,Weekday,20.69
2019-08-14,1089.6,12,Weekday,22.05
2019-08-14,1095.36,13,Weekday,21.94
2019-08-14,1195.2,14,Weekday,23.31
2019-08-14,1147.2,15,Weekday,26.83
2019-08-14,1153.92,16,Weekday,108.27
2019-08-14,1099.2,17,Weekday,39.31
2019-08-14,873.6,18,Weekday,21.22
2019-08-14,627.84,19,Weekday,20.36
2019-08-14,477.12,20,Weekday,19.82
2019-08-14,364.8,21,Weekday,18.61
2019-08-14,322.56,22,Weekday,17.16
2019-08-14,281.28,23,Weekday,15.34
2019-08-15,229.44,0,Weekday,14.78
2019-08-15,219.84,1,Weekday,13.62
2019-08-15,216,2,Weekday,13.74
2019-08-15,208.32,3,Weekday,13.1
2019-08-15,205.44,4,Weekday,12.06
2019-08-15,203.52,5,Weekday,11.65
2019-08-15,202.56,6,Weekday,10.73
2019-08-15,223.68,7,Weekday,12.81
2019-08-15,264.96,8,Weekday,14.47
2019-08-15,278.4,9,Weekday,17.72
2019-08-15,326.4,10,Weekday,19.91
2019-08-15,341.76,11,Weekday,20
2019-08-15,333.12,12,Weekday,21.41
2019-08-15,323.52,13,Weekday,22.6
2019-08-15,354.24,14,Weekday,23.43
2019-08-15,327.36,15,Weekday,25.3
2019-08-15,350.4,16,Weekday,32.74
2019-08-15,311.04,17,Weekday,25.53
2019-08-15,263.04,18,Weekday,26.27
2019-08-15,266.88,19,Weekday,24.87
2019-08-15,250.56,20,Weekday,21.27
2019-08-15,228.48,21,Weekday,19.23
2019-08-15,226.56,22,Weekday,18.43
2019-08-15,215.04,23,Weekday,17.35
2019-08-16,214.08,0,Weekend,15.21
2019-08-16,209.28,1,Weekend,14.82
2019-08-16,202.56,2,Weekend,13.92
2019-08-16,201.6,3,Weekend,13.86
2019-08-16,196.8,4,Weekend,14.31
2019-08-16,196.8,5,Weekend,17.03
2019-08-16,215.04,6,Weekend,16.98
2019-08-16,262.08,7,Weekend,19.3
2019-08-16,409.92,8,Weekend,21.02
2019-08-16,632.64,9,Weekend,23.05
2019-08-16,883.2,10,Weekend,22.04
2019-08-16,942.72,11,Weekend,23.63
2019-08-16,864,12,Weekend,25.94
2019-08-16,875.52,13,Weekend,29.88
2019-08-16,864.96,14,Weekend,31.09
2019-08-16,866.88,15,Weekend,33.04
2019-08-16,773.76,16,Weekend,37.1
2019-08-16,749.76,17,Weekend,38.41
2019-08-16,624.96,18,Weekend,27.17
2019-08-16,440.64,19,Weekend,36.22
2019-08-16,357.12,20,Weekend,24.54
2019-08-16,279.36,21,Weekend,22.92
2019-08-16,250.56,22,Weekend,20.98
2019-08-16,228.48,23,Weekend,21.06
2019-08-17,215.04,0,Weekend,21.4
2019-08-17,212.16,1,Weekend,19.81
2019-08-17,196.8,2,Weekend,19.17
2019-08-17,194.88,3,Weekend,19.39
2019-08-17,193.92,4,Weekend,22.18
2019-08-17,196.8,5,Weekend,25.42
2019-08-17,192.96,6,Weekend,20.07
2019-08-17,196.8,7,Weekend,22.67
2019-08-17,232.32,8,Weekend,23.66
2019-08-17,258.24,9,Weekend,23.72
2019-08-17,274.56,10,Weekend,23.46
2019-08-17,295.68,11,Weekend,25.51
2019-08-17,289.92,12,Weekend,27.4
2019-08-17,289.92,13,Weekend,30.25
2019-08-17,285.12,14,Weekend,37.4
2019-08-17,286.08,15,Weekend,48.35
2019-08-17,279.36,16,Weekend,44.58
2019-08-17,244.8,17,Weekend,34.46
2019-08-17,227.52,18,Weekend,26.35
2019-08-17,221.76,19,Weekend,31.21
2019-08-17,199.68,20,Weekend,25.48
2019-08-17,202.56,21,Weekend,22.63
2019-08-17,178.56,22,Weekend,20.94
2019-08-17,168.96,23,Weekend,20.95
2019-08-18,166.08,0,Weekday,18.24
2019-08-18,165.12,1,Weekday,17.66
2019-08-18,163.2,2,Weekday,17.33
2019-08-18,160.32,3,Weekday,17.62
2019-08-18,159.36,4,Weekday,18.97
2019-08-18,163.2,5,Weekday,28.42
2019-08-18,164.16,6,Weekday,21.16
2019-08-18,156.48,7,Weekday,22.8
2019-08-18,177.6,8,Weekday,23.88
2019-08-18,176.64,9,Weekday,26.84
2019-08-18,176.64,10,Weekday,26.65
2019-08-18,168,11,Weekday,28
2019-08-18,198.72,12,Weekday,53.98
2019-08-18,196.8,13,Weekday,29.72
2019-08-18,216,14,Weekday,25.9
2019-08-18,242.88,15,Weekday,49.25
2019-08-18,240,16,Weekday,68.61
2019-08-18,239.04,17,Weekday,35.81
2019-08-18,216.96,18,Weekday,44.05
2019-08-18,224.64,19,Weekday,37.53
2019-08-18,214.08,20,Weekday,24.87
2019-08-18,197.76,21,Weekday,20.85
2019-08-18,189.12,22,Weekday,20.59
2019-08-18,176.64,23,Weekday,19.27
2019-08-19,158.4,0,Weekday,18.21
2019-08-19,155.52,1,Weekday,16.11
2019-08-19,144,2,Weekday,14.81
2019-08-19,147.84,3,Weekday,15.18
2019-08-19,145.92,4,Weekday,17.39
2019-08-19,145.92,5,Weekday,19.91
2019-08-19,159.36,6,Weekday,19.7
2019-08-19,221.76,7,Weekday,20.28
2019-08-19,451.2,8,Weekday,21.63
2019-08-19,712.32,9,Weekday,32.29
2019-08-19,1075.2,10,Weekday,30.23
2019-08-19,1043.52,11,Weekday,42.05
2019-08-19,1032,12,Weekday,31.9
2019-08-19,1010.88,13,Weekday,36.07
2019-08-19,1084.8,14,Weekday,39.54
2019-08-19,1032,15,Weekday,35.42
2019-08-19,1025.28,16,Weekday,42.19
2019-08-19,920.64,17,Weekday,39.22
2019-08-19,820.8,18,Weekday,34.01
2019-08-19,575.04,19,Weekday,26.25
2019-08-19,464.64,20,Weekday,23.65
2019-08-19,383.04,21,Weekday,19.8
2019-08-19,290.88,22,Weekday,19.24
2019-08-19,241.92,23,Weekday,18.49
2019-08-20,206.4,0,Weekday,17.24
2019-08-20,207.36,1,Weekday,15.13
2019-08-20,194.88,2,Weekday,14.44
2019-08-20,190.08,3,Weekday,14.58
2019-08-20,188.16,4,Weekday,15.72
2019-08-20,191.04,5,Weekday,18.98
2019-08-20,192.96,6,Weekday,19.35
2019-08-20,249.6,7,Weekday,20.5
2019-08-20,419.52,8,Weekday,21.8
2019-08-20,689.28,9,Weekday,25.58
2019-08-20,1001.28,10,Weekday,30.08
2019-08-20,1003.2,11,Weekday,24.14
2019-08-20,983.04,12,Weekday,31.98
2019-08-20,976.32,13,Weekday,34.32
2019-08-20,1005.12,14,Weekday,46.82
2019-08-20,1023.36,15,Weekday,54.76
2019-08-20,1022.4,16,Weekday,45.65
2019-08-20,957.12,17,Weekday,35.99
2019-08-20,798.72,18,Weekday,36.11
2019-08-20,574.08,19,Weekday,29.18
2019-08-20,428.16,20,Weekday,23.05
2019-08-20,345.6,21,Weekday,20.91
2019-08-20,283.2,22,Weekday,18.06
2019-08-20,222.72,23,Weekday,18.1
2019-08-21,194.88,0,Weekday,15.95
2019-08-21,193.92,1,Weekday,15.07
2019-08-21,186.24,2,Weekday,14.19
2019-08-21,179.52,3,Weekday,14.43
2019-08-21,181.44,4,Weekday,14.66
2019-08-21,177.6,5,Weekday,14.71
2019-08-21,186.24,6,Weekday,14.73
2019-08-21,245.76,7,Weekday,18.26
2019-08-21,379.2,8,Weekday,19.73
2019-08-21,617.28,9,Weekday,22.34
2019-08-21,850.56,10,Weekday,23.36
2019-08-21,996.48,11,Weekday,24.47
2019-08-21,960.96,12,Weekday,25.52
2019-08-21,975.36,13,Weekday,25.11
2019-08-21,982.08,14,Weekday,26.29
2019-08-21,950.4,15,Weekday,27.15
2019-08-21,938.88,16,Weekday,31.31
2019-08-21,853.44,17,Weekday,26.09
2019-08-21,714.24,18,Weekday,24.12
2019-08-21,546.24,19,Weekday,24.82
2019-08-21,422.4,20,Weekday,21.82
2019-08-21,334.08,21,Weekday,19.27
2019-08-21,285.12,22,Weekday,18.27
2019-08-21,245.76,23,Weekday,17.24
2019-08-22,234.24,0,Weekday,16.32
2019-08-22,224.64,1,Weekday,14.29
2019-08-22,201.6,2,Weekday,13.87
2019-08-22,192.96,3,Weekday,13.19
2019-08-22,191.04,4,Weekday,12.46
2019-08-22,190.08,5,Weekday,12.14
2019-08-22,192,6,Weekday,11.73
2019-08-22,235.2,7,Weekday,11.68
2019-08-22,386.88,8,Weekday,15.54
2019-08-22,694.08,9,Weekday,22
2019-08-22,905.28,10,Weekday,24.52
2019-08-22,939.84,11,Weekday,26.86
2019-08-22,912.96,12,Weekday,28.14
2019-08-22,908.16,13,Weekday,28.57
2019-08-22,946.56,14,Weekday,32.25
2019-08-22,897.6,15,Weekday,60.28
2019-08-22,917.76,16,Weekday,24.42
2019-08-22,846.72,17,Weekday,24.34
2019-08-22,753.6,18,Weekday,25.27
2019-08-22,553.92,19,Weekday,24.51
2019-08-22,427.2,20,Weekday,23.36
2019-08-22,354.24,21,Weekday,20.18
2019-08-22,301.44,22,Weekday,19.2
2019-08-22,279.36,23,Weekday,18.7
2019-08-23,238.08,0,Weekend,16.12
2019-08-23,211.2,1,Weekend,14.39
2019-08-23,200.64,2,Weekend,13.7
2019-08-23,198.72,3,Weekend,13.81
2019-08-23,196.8,4,Weekend,16.34
2019-08-23,196.8,5,Weekend,18.44
2019-08-23,198.72,6,Weekend,17.99
2019-08-23,241.92,7,Weekend,21.95
2019-08-23,390.72,8,Weekend,23.83
2019-08-23,628.8,9,Weekend,25.37
2019-08-23,881.28,10,Weekend,27.08
2019-08-23,890.88,11,Weekend,29.63
2019-08-23,834.24,12,Weekend,33.27
2019-08-23,809.28,13,Weekend,38.47
2019-08-23,856.32,14,Weekend,29.77
2019-08-23,821.76,15,Weekend,32.44
2019-08-23,761.28,16,Weekend,36.76
2019-08-23,715.2,17,Weekend,50.21
2019-08-23,660.48,18,Weekend,30.99
2019-08-23,498.24,19,Weekend,37.6
2019-08-23,354.24,20,Weekend,26.06
2019-08-23,291.84,21,Weekend,23.47
2019-08-23,253.44,22,Weekend,21.63
2019-08-23,232.32,23,Weekend,20.31
2019-08-24,218.88,0,Weekend,17.78
2019-08-24,184.32,1,Weekend,16.86
2019-08-24,173.76,2,Weekend,15.46
2019-08-24,176.64,3,Weekend,15.13
2019-08-24,171.84,4,Weekend,16.85
2019-08-24,171.84,5,Weekend,18.96
2019-08-24,168,6,Weekend,19.53
2019-08-24,177.6,7,Weekend,21.8
2019-08-24,205.44,8,Weekend,23.69
2019-08-24,227.52,9,Weekend,24.56
2019-08-24,257.28,10,Weekend,24.25
2019-08-24,261.12,11,Weekend,25.85
2019-08-24,293.76,12,Weekend,36.72
2019-08-24,277.44,13,Weekend,30.22
2019-08-24,263.04,14,Weekend,28.02
2019-08-24,269.76,15,Weekend,27.54
2019-08-24,253.44,16,Weekend,26.9
2019-08-24,269.76,17,Weekend,26.05
2019-08-24,246.72,18,Weekend,24.96
2019-08-24,221.76,19,Weekend,24.89
2019-08-24,216,20,Weekend,23.82
2019-08-24,197.76,21,Weekend,19.74
2019-08-24,195.84,22,Weekend,18.06
2019-08-24,188.16,23,Weekend,18.61
2019-08-25,182.4,0,Weekday,16.77
2019-08-25,180.48,1,Weekday,15.78
2019-08-25,172.8,2,Weekday,15.19
2019-08-25,172.8,3,Weekday,15.02
2019-08-25,171.84,4,Weekday,16.56
2019-08-25,167.04,5,Weekday,20.55
2019-08-25,172.8,6,Weekday,19.49
2019-08-25,168.96,7,Weekday,21.59
2019-08-25,179.52,8,Weekday,23.94
2019-08-25,178.56,9,Weekday,26.33
2019-08-25,192,10,Weekday,24.28
2019-08-25,192.96,11,Weekday,27.84
2019-08-25,192.96,12,Weekday,29.65
2019-08-25,189.12,13,Weekday,27.94
2019-08-25,212.16,14,Weekday,30.14
2019-08-25,228.48,15,Weekday,44.02
2019-08-25,226.56,16,Weekday,29.57
2019-08-25,233.28,17,Weekday,27.79
2019-08-25,225.6,18,Weekday,27.31
2019-08-25,216.96,19,Weekday,29.46
2019-08-25,206.4,20,Weekday,24.07
2019-08-25,197.76,21,Weekday,21.64
2019-08-25,191.04,22,Weekday,20.19
2019-08-25,183.36,23,Weekday,19.8
2019-08-26,184.32,0,Weekday,18.38
2019-08-26,174.72,1,Weekday,17.15
2019-08-26,172.8,2,Weekday,16.34
2019-08-26,170.88,3,Weekday,16.16
2019-08-26,169.92,4,Weekday,18.49
2019-08-26,165.12,5,Weekday,19.38
2019-08-26,172.8,6,Weekday,19.81
2019-08-26,220.8,7,Weekday,22.6
2019-08-26,406.08,8,Weekday,23.69
2019-08-26,661.44,9,Weekday,23.77
2019-08-26,920.64,10,Weekday,24.33
2019-08-26,970.56,11,Weekday,27.39
2019-08-26,928.32,12,Weekday,30.06
2019-08-26,920.64,13,Weekday,32.57
2019-08-26,957.12,14,Weekday,29.11
2019-08-26,939.84,15,Weekday,34.04
2019-08-26,956.16,16,Weekday,32.77
2019-08-26,936,17,Weekday,32.22
2019-08-26,797.76,18,Weekday,24.32
2019-08-26,572.16,19,Weekday,28.07
2019-08-26,432,20,Weekday,21
2019-08-26,363.84,21,Weekday,18.67
2019-08-26,301.44,22,Weekday,17.33
2019-08-26,237.12,23,Weekday,19.04
2019-08-27,214.08,0,Weekday,17.39
2019-08-27,208.32,1,Weekday,15.59
2019-08-27,203.52,2,Weekday,16.82
2019-08-27,206.4,3,Weekday,14.96
2019-08-27,195.84,4,Weekday,16.54
2019-08-27,194.88,5,Weekday,18.73
2019-08-27,202.56,6,Weekday,18.16
2019-08-27,234.24,7,Weekday,22.12
2019-08-27,383.04,8,Weekday,23.34
2019-08-27,590.4,9,Weekday,20.3
2019-08-27,784.32,10,Weekday,22.98
2019-08-27,830.4,11,Weekday,20.12
2019-08-27,821.76,12,Weekday,21.05
2019-08-27,813.12,13,Weekday,21.13
2019-08-27,838.08,14,Weekday,26.6
2019-08-27,866.88,15,Weekday,20.95
2019-08-27,833.28,16,Weekday,20.29
2019-08-27,766.08,17,Weekday,18.84
2019-08-27,654.72,18,Weekday,17.73
2019-08-27,483.84,19,Weekday,17.84
2019-08-27,383.04,20,Weekday,15.97
2019-08-27,318.72,21,Weekday,14.61
2019-08-27,267.84,22,Weekday,14.88
2019-08-27,243.84,23,Weekday,14.14
2019-08-28,219.84,0,Weekday,14.82
2019-08-28,210.24,1,Weekday,14.87
2019-08-28,199.68,2,Weekday,13.23
2019-08-28,198.72,3,Weekday,12.42
2019-08-28,196.8,4,Weekday,12.93
2019-08-28,198.72,5,Weekday,12.59
2019-08-28,199.68,6,Weekday,12.51
2019-08-28,240.96,7,Weekday,13.96
2019-08-28,368.64,8,Weekday,14.28
2019-08-28,650.88,9,Weekday,15.02
2019-08-28,865.92,10,Weekday,17.02
2019-08-28,886.08,11,Weekday,17.43
2019-08-28,844.8,12,Weekday,18.07
2019-08-28,849.6,13,Weekday,18.1
2019-08-28,878.4,14,Weekday,18.23
2019-08-28,869.76,15,Weekday,18.33
2019-08-28,839.04,16,Weekday,18.38
2019-08-28,792.96,17,Weekday,16.58
2019-08-28,716.16,18,Weekday,16.16
2019-08-28,506.88,19,Weekday,17.59
2019-08-28,385.92,20,Weekday,16.62
2019-08-28,316.8,21,Weekday,14.83
2019-08-28,278.4,22,Weekday,12.59
2019-08-28,234.24,23,Weekday,10.46
2019-08-29,205.44,0,Weekday,10.64
2019-08-29,192,1,Weekday,10.32
2019-08-29,190.08,2,Weekday,9.91
2019-08-29,182.4,3,Weekday,9.2
2019-08-29,179.52,4,Weekday,10.2
2019-08-29,177.6,5,Weekday,9.96
2019-08-29,177.6,6,Weekday,7.69
2019-08-29,231.36,7,Weekday,10.67
2019-08-29,352.32,8,Weekday,12.34
2019-08-29,576.96,9,Weekday,12.57
2019-08-29,790.08,10,Weekday,14.4
2019-08-29,780.48,11,Weekday,17.69
2019-08-29,722.88,12,Weekday,16.2
2019-08-29,684.48,13,Weekday,18.15
2019-08-29,728.64,14,Weekday,18.63
2019-08-29,727.68,15,Weekday,18.5
2019-08-29,738.24,16,Weekday,18.64
2019-08-29,728.64,17,Weekday,18.72
2019-08-29,620.16,18,Weekday,18.87
2019-08-29,454.08,19,Weekday,18.52
2019-08-29,368.64,20,Weekday,16.14
2019-08-29,307.2,21,Weekday,14.2
2019-08-29,264.96,22,Weekday,12.55
2019-08-29,233.28,23,Weekday,12.54
2019-08-30,211.2,0,Weekend,12.35
2019-08-30,190.08,1,Weekend,11.51
2019-08-30,186.24,2,Weekend,11.35
2019-08-30,174.72,3,Weekend,11.09
2019-08-30,172.8,4,Weekend,12.63
2019-08-30,171.84,5,Weekend,14.47
2019-08-30,174.72,6,Weekend,14.34
2019-08-30,208.32,7,Weekend,16.6
2019-08-30,336,8,Weekend,17.32
2019-08-30,559.68,9,Weekend,18.66
2019-08-30,729.6,10,Weekend,18.73
2019-08-30,729.6,11,Weekend,20.7
2019-08-30,687.36,12,Weekend,19.2
2019-08-30,705.6,13,Weekend,18.8
2019-08-30,740.16,14,Weekend,19.1
2019-08-30,724.8,15,Weekend,19.27
2019-08-30,739.2,16,Weekend,19.09
2019-08-30,661.44,17,Weekend,19.63
2019-08-30,556.8,18,Weekend,19.59
2019-08-30,395.52,19,Weekend,19.82
2019-08-30,290.88,20,Weekend,18.65
2019-08-30,253.44,21,Weekend,14.7
2019-08-30,226.56,22,Weekend,14.03
2019-08-30,199.68,23,Weekend,17.14
2019-08-31,166.08,0,Weekend,14.12
2019-08-31,162.24,1,Weekend,13.73
2019-08-31,156.48,2,Weekend,12.87
2019-08-31,156.48,3,Weekend,13.5
2019-08-31,153.6,4,Weekend,15
2019-08-31,151.68,5,Weekend,59.88
2019-08-31,150.72,6,Weekend,16.21
2019-08-31,163.2,7,Weekend,18.18
2019-08-31,173.76,8,Weekend,19.84
2019-08-31,218.88,9,Weekend,22.81
2019-08-31,268.8,10,Weekend,35.98
2019-08-31,279.36,11,Weekend,20.55
2019-08-31,314.88,12,Weekend,22.94
2019-08-31,280.32,13,Weekend,21.58
2019-08-31,299.52,14,Weekend,33.07
2019-08-31,285.12,15,Weekend,21.54
2019-08-31,261.12,16,Weekend,23.48
2019-08-31,256.32,17,Weekend,27.33
2019-08-31,239.04,18,Weekend,24.48
2019-08-31,211.2,19,Weekend,30.7
2019-08-31,203.52,20,Weekend,20.69
2019-08-31,197.76,21,Weekend,17.1
2019-08-31,191.04,22,Weekend,17.92
2019-08-31,190.08,23,Weekend,17.66
2019-09-01,175.68,0,Weekday,15.39
2019-09-01,174.72,1,Weekday,12.49
2019-09-01,164.16,2,Weekday,13.23
2019-09-01,159.36,3,Weekday,12.82
2019-09-01,157.44,4,Weekday,14.06
2019-09-01,158.4,5,Weekday,15.76
2019-09-01,162.24,6,Weekday,16.81
2019-09-01,156.48,7,Weekday,19.2
2019-09-01,167.04,8,Weekday,23.1
2019-09-01,164.16,9,Weekday,22.41
2019-09-01,160.32,10,Weekday,21.76
2019-09-01,176.64,11,Weekday,21.3
2019-09-01,180.48,12,Weekday,22.58
2019-09-01,179.52,13,Weekday,22.91
2019-09-01,176.64,14,Weekday,21.51
2019-09-01,191.04,15,Weekday,22.1
2019-09-01,194.88,16,Weekday,23.88
2019-09-01,195.84,17,Weekday,21.61
2019-09-01,191.04,18,Weekday,21.95
2019-09-01,186.24,19,Weekday,22.86
2019-09-01,180.48,20,Weekday,19.39
2019-09-01,169.92,21,Weekday,16.74
2019-09-01,172.8,22,Weekday,16
2019-09-01,170.88,23,Weekday,16.59
2019-09-02,172.8,0,Weekday,14.72
2019-09-02,164.16,1,Weekday,13.73
2019-09-02,160.32,2,Weekday,11.26
2019-09-02,160.32,3,Weekday,12.67
2019-09-02,157.44,4,Weekday,12.36
2019-09-02,158.4,5,Weekday,15.91
2019-09-02,168.96,6,Weekday,15.56
2019-09-02,217.92,7,Weekday,15.05
2019-09-02,347.52,8,Weekday,16.9
2019-09-02,602.88,9,Weekday,19.47
2019-09-02,863.04,10,Weekday,19.82
2019-09-02,894.72,11,Weekday,20.38
2019-09-02,881.28,12,Weekday,20.89
2019-09-02,848.64,13,Weekday,36.48
2019-09-02,913.92,14,Weekday,101.38
2019-09-02,866.88,15,Weekday,27.17
2019-09-02,831.36,16,Weekday,40.09
2019-09-02,765.12,17,Weekday,21.91
2019-09-02,678.72,18,Weekday,22.08
2019-09-02,487.68,19,Weekday,23.71
2019-09-02,378.24,20,Weekday,19.04
2019-09-02,332.16,21,Weekday,18.16
2019-09-02,264.96,22,Weekday,17.44
2019-09-02,228.48,23,Weekday,15.92
2019-09-03,208.32,0,Weekday,14.59
2019-09-03,180.48,1,Weekday,13.62
2019-09-03,168,2,Weekday,13.32
2019-09-03,168,3,Weekday,13.73
2019-09-03,163.2,4,Weekday,14.44
2019-09-03,165.12,5,Weekday,15.7
2019-09-03,169.92,6,Weekday,17.69
2019-09-03,216.96,7,Weekday,16.96
2019-09-03,349.44,8,Weekday,20.89
2019-09-03,551.04,9,Weekday,28.79
2019-09-03,739.2,10,Weekday,19.88
2019-09-03,734.4,11,Weekday,22.43
2019-09-03,734.4,12,Weekday,23.92
2019-09-03,737.28,13,Weekday,22.91
2019-09-03,774.72,14,Weekday,33.26
2019-09-03,760.32,15,Weekday,41.28
2019-09-03,743.04,16,Weekday,29.26
2019-09-03,685.44,17,Weekday,21.73
2019-09-03,604.8,18,Weekday,24.07
2019-09-03,449.28,19,Weekday,28.88
2019-09-03,354.24,20,Weekday,21.9
2019-09-03,300.48,21,Weekday,19.09
2019-09-03,259.2,22,Weekday,19.1
2019-09-03,230.4,23,Weekday,18.53
2019-09-04,200.64,0,Weekday,17.81
2019-09-04,192,1,Weekday,14.96
2019-09-04,185.28,2,Weekday,14.19
2019-09-04,181.44,3,Weekday,12.15
2019-09-04,182.4,4,Weekday,11.39
2019-09-04,181.44,5,Weekday,11.83
2019-09-04,183.36,6,Weekday,11.83
2019-09-04,230.4,7,Weekday,13.6
2019-09-04,320.64,8,Weekday,17.07
2019-09-04,494.4,9,Weekday,19.12
2019-09-04,642.24,10,Weekday,21.6
2019-09-04,705.6,11,Weekday,22.38
2019-09-04,721.92,12,Weekday,22.28
2019-09-04,721.92,13,Weekday,25.89
2019-09-04,722.88,14,Weekday,25.57
2019-09-04,707.52,15,Weekday,31.12
2019-09-04,740.16,16,Weekday,25.06
2019-09-04,682.56,17,Weekday,22.8
2019-09-04,609.6,18,Weekday,19.84
2019-09-04,453.12,19,Weekday,21
2019-09-04,360,20,Weekday,18.56
2019-09-04,312,21,Weekday,18.14
2019-09-04,256.32,22,Weekday,18.42
2019-09-04,216,23,Weekday,16.24
2019-09-05,206.4,0,Weekday,16.12
2019-09-05,191.04,1,Weekday,14.86
2019-09-05,185.28,2,Weekday,13.91
2019-09-05,178.56,3,Weekday,13.06
2019-09-05,180.48,4,Weekday,13.13
2019-09-05,178.56,5,Weekday,13.66
2019-09-05,179.52,6,Weekday,13.12
2019-09-05,216.96,7,Weekday,13.47
2019-09-05,325.44,8,Weekday,15.41
2019-09-05,528,9,Weekday,15.39
2019-09-05,729.6,10,Weekday,18.17
2019-09-05,792,11,Weekday,19.23
2019-09-05,733.44,12,Weekday,20.18
2019-09-05,723.84,13,Weekday,20.28
2019-09-05,725.76,14,Weekday,21.96
2019-09-05,701.76,15,Weekday,20.66
2019-09-05,691.2,16,Weekday,20.63
2019-09-05,633.6,17,Weekday,26.34
2019-09-05,553.92,18,Weekday,20.36
2019-09-05,423.36,19,Weekday,20.21
2019-09-05,353.28,20,Weekday,18.41
2019-09-05,300.48,21,Weekday,18.4
2019-09-05,268.8,22,Weekday,17.38
2019-09-05,206.4,23,Weekday,15.52
2019-09-06,174.72,0,Weekend,15.23
2019-09-06,168.96,1,Weekend,13.85
2019-09-06,164.16,2,Weekend,14.22
2019-09-06,157.44,3,Weekend,13.83
2019-09-06,161.28,4,Weekend,14.02
2019-09-06,165.12,5,Weekend,12.99
2019-09-06,165.12,6,Weekend,10.92
2019-09-06,209.28,7,Weekend,12.34
2019-09-06,322.56,8,Weekend,17.24
2019-09-06,581.76,9,Weekend,19.87
2019-09-06,755.52,10,Weekend,26.63
2019-09-06,778.56,11,Weekend,65.62
2019-09-06,802.56,12,Weekend,24.09
2019-09-06,817.92,13,Weekend,26.97
2019-09-06,870.72,14,Weekend,61.04
2019-09-06,776.64,15,Weekend,32.04
2019-09-06,773.76,16,Weekend,51.64
2019-09-06,690.24,17,Weekend,26.07
2019-09-06,595.2,18,Weekend,28.02
2019-09-06,428.16,19,Weekend,39.86
2019-09-06,328.32,20,Weekend,23.3
2019-09-06,284.16,21,Weekend,21.1
2019-09-06,237.12,22,Weekend,19.8
2019-09-06,210.24,23,Weekend,16.17
2019-09-07,181.44,0,Weekend,14.53
2019-09-07,178.56,1,Weekend,14.06
2019-09-07,170.88,2,Weekend,14.1
2019-09-07,173.76,3,Weekend,10.45
2019-09-07,172.8,4,Weekend,11.13
2019-09-07,172.8,5,Weekend,16.74
2019-09-07,169.92,6,Weekend,18.52
2019-09-07,173.76,7,Weekend,17.98
2019-09-07,204.48,8,Weekend,130.03
2019-09-07,230.4,9,Weekend,26.07
2019-09-07,254.4,10,Weekend,22.33
2019-09-07,270.72,11,Weekend,21.6
2019-09-07,297.6,12,Weekend,30.37
2019-09-07,292.8,13,Weekend,32.45
2019-09-07,277.44,14,Weekend,33.6
2019-09-07,282.24,15,Weekend,298.75
2019-09-07,264,16,Weekend,247.89
2019-09-07,240.96,17,Weekend,28.8
2019-09-07,219.84,18,Weekend,26.6
2019-09-07,221.76,19,Weekend,29.83
2019-09-07,195.84,20,Weekend,22.51
2019-09-07,185.28,21,Weekend,20.16
2019-09-07,174.72,22,Weekend,19.14
2019-09-07,170.88,23,Weekend,18.4
2019-09-08,171.84,0,Weekday,15.71
2019-09-08,168.96,1,Weekday,13.74
2019-09-08,167.04,2,Weekday,12.47
2019-09-08,165.12,3,Weekday,11.51
2019-09-08,157.44,4,Weekday,14.73
2019-09-08,157.44,5,Weekday,20.53
2019-09-08,160.32,6,Weekday,18.78
2019-09-08,157.44,7,Weekday,19.56
2019-09-08,171.84,8,Weekday,22.77
2019-09-08,171.84,9,Weekday,30.18
2019-09-08,174.72,10,Weekday,26.94
2019-09-08,186.24,11,Weekday,26.05
2019-09-08,195.84,12,Weekday,29.53
2019-09-08,194.88,13,Weekday,64.04
2019-09-08,196.8,14,Weekday,45.07
2019-09-08,213.12,15,Weekday,98.27
2019-09-08,210.24,16,Weekday,56.61
2019-09-08,211.2,17,Weekday,41.37
2019-09-08,192.96,18,Weekday,37.56
2019-09-08,190.08,19,Weekday,41.24
2019-09-08,184.32,20,Weekday,22.67
2019-09-08,174.72,21,Weekday,23.68
2019-09-08,166.08,22,Weekday,28.93
2019-09-08,166.08,23,Weekday,23.98
2019-09-09,154.56,0,Weekday,20.51
2019-09-09,156.48,1,Weekday,19.52
2019-09-09,150.72,2,Weekday,19.13
2019-09-09,147.84,3,Weekday,17.12
2019-09-09,148.8,4,Weekday,18.71
2019-09-09,147.84,5,Weekday,28.02
2019-09-09,157.44,6,Weekday,23.92
2019-09-09,218.88,7,Weekday,21.26
2019-09-09,379.2,8,Weekday,24.13
2019-09-09,620.16,9,Weekday,28.25
2019-09-09,816,10,Weekday,23.75
2019-09-09,827.52,11,Weekday,40.84
2019-09-09,792,12,Weekday,28.51
2019-09-09,780.48,13,Weekday,24.71
2019-09-09,826.56,14,Weekday,52.01
2019-09-09,765.12,15,Weekday,28.99
2019-09-09,768,16,Weekday,35.23
2019-09-09,692.16,17,Weekday,25.56
2019-09-09,620.16,18,Weekday,25.37
2019-09-09,457.92,19,Weekday,26.12
2019-09-09,383.04,20,Weekday,22.72
2019-09-09,317.76,21,Weekday,19.29
2019-09-09,256.32,22,Weekday,18.99
2019-09-09,216,23,Weekday,18.81
