Year,Month,Day,Hour,Demand,Tariff,Weekday
2018,7,25,4,942.8183301,20.05,1
2018,7,25,5,753.5777573,22.82,1
2018,7,25,6,548.180842,24.13,1
2018,7,25,7,428.1299203,26.86,1
2018,7,25,8,360.4512069,29.66,1
2018,7,25,9,333.0233467,42.98,1
2018,7,25,10,293.1962943,27.73,1
2018,7,25,11,281.369362,31.32,1
2018,7,25,12,302.6144137,36.04,1
2018,7,25,13,400.1048569,46.16,1
2018,7,25,14,445.9685408,38.13,1
2018,7,25,15,518.2898584,34.25,1
2018,7,25,16,711.0353199,33.03,1
2018,7,25,17,859.1359926,32.76,1
2018,7,25,18,1052.50624,31.97,1
2018,7,25,19,1200.647928,34.1,1
2018,7,25,20,1279.079872,33.92,1
2018,7,25,21,1379.866961,33.91,1
2018,7,25,22,1485.211017,28.56,1
2018,7,25,23,1530.395182,25.12,1
2018,7,26,0,1510.278501,22.36,1
2018,7,26,1,1326.117098,21.02,1
2018,7,26,2,1172.824693,19.31,1
2018,7,26,3,1067.968062,18.83,1
2018,7,26,4,837.5820083,18.76,1
2018,7,26,5,600.8348171,19.88,1
2018,7,26,6,415.1181844,20.34,1
2018,7,26,7,288.7281561,20.88,1
2018,7,26,8,174.7629122,24.86,1
2018,7,26,9,131.3823141,26.1,1
2018,7,26,10,115.8705868,34.85,1
2018,7,26,11,127.9658188,28.61,1
2018,7,26,12,167.9302793,30.6,1
2018,7,26,13,227.1581748,37.15,1
2018,7,26,14,206.9620447,35.66,1
2018,7,26,15,232.3535128,37.46,1
2018,7,26,16,376.6751004,60.72,1
2018,7,26,17,535.4947223,36.54,1
2018,7,26,18,746.9638698,35.04,1
2018,7,26,19,865.1844373,32.92,1
2018,7,26,20,1054.731586,39.44,1
2018,7,26,21,1240.120182,40.35,1
2018,7,26,22,1348.865773,31.39,1
2018,7,26,23,1442.923456,23.61,1
2018,7,27,0,1358.863939,20.77,1
2018,7,27,1,1219.97638,19.59,1
2018,7,27,2,1138.356001,19.07,1
2018,7,27,3,1083.12548,18.38,1
2018,7,27,4,870.0376403,18.33,1
2018,7,27,5,671.7981022,19.73,1
2018,7,27,6,496.7264754,20.52,1
2018,7,27,7,402.3719277,21.08,1
2018,7,27,8,333.975468,23.14,1
2018,7,27,9,293.2119602,24.58,1
2018,7,27,10,263.7351171,28.63,1
2018,7,27,11,269.1345946,35.13,1
2018,7,27,12,326.6767746,29.87,1
2018,7,27,13,358.9343194,31.53,1
2018,7,27,14,318.8620737,31.85,1
2018,7,27,15,257.4715993,31.37,1
2018,7,27,16,251.9135664,32.77,1
2018,7,27,17,309.824007,29.61,1
2018,7,27,18,398.5989412,25.12,1
2018,7,27,19,398.0383157,25.42,1
2018,7,27,20,395.4861077,24.79,1
2018,7,27,21,364.4554398,22.5,1
2018,7,27,22,348.8643824,22.25,1
2018,7,27,23,320.6680532,20.86,1
2018,7,28,0,406.3884906,20.14,0
2018,7,28,1,414.2585419,19.76,0
2018,7,28,2,475.9395509,19.43,0
2018,7,28,3,507.5994716,18.51,0
2018,7,28,4,378.1519497,18.28,0
2018,7,28,5,257.1228492,18.7,0
2018,7,28,6,169.7341039,19.07,0
2018,7,28,7,134.8179483,19.72,0
2018,7,28,8,119.2515081,21.08,0
2018,7,28,9,116.3929942,22.1,0
2018,7,28,10,115.8705868,26.96,0
2018,7,28,11,127.9658188,28.51,0
2018,7,28,12,167.9302793,29.68,0
2018,7,28,13,227.1581748,28.27,0
2018,7,28,14,206.9620447,37.51,0
2018,7,28,15,179.8540611,40.42,0
2018,7,28,16,179.0574819,35.81,0
2018,7,28,17,182.4157075,36.24,0
2018,7,28,18,178.9943035,44.07,0
2018,7,28,19,174.0620276,27.25,0
2018,7,28,20,259.0942901,27.99,0
2018,7,28,21,418.637823,24.54,0
2018,7,28,22,614.699898,22.47,0
2018,7,28,23,774.8782564,20.81,0
2018,7,29,0,774.4107475,20.53,0
2018,7,29,1,757.5922948,20.16,0
2018,7,29,2,743.3703104,18.79,0
2018,7,29,3,737.1928582,18.13,0
2018,7,29,4,575.7736059,17.9,0
2018,7,29,5,400.1112439,17.82,0
2018,7,29,6,251.8456948,17.47,0
2018,7,29,7,157.8044203,17.62,0
2018,7,29,8,119.2515081,18.95,0
2018,7,29,9,116.3929942,19.24,0
2018,7,29,10,115.8705868,20.72,0
2018,7,29,11,127.9658188,22.56,0
2018,7,29,12,167.9302793,23.65,0
2018,7,29,13,227.1581748,26.89,0
2018,7,29,14,206.9620447,25.89,0
2018,7,29,15,179.8540611,28.42,0
2018,7,29,16,179.0574819,37.42,0
2018,7,29,17,182.4157075,34.44,0
2018,7,29,18,178.9943035,34.62,0
2018,7,29,19,174.0620276,25.07,0
2018,7,29,20,172.1292882,26.93,0
2018,7,29,21,177.8745555,27.14,0
2018,7,29,22,203.5175462,23.78,0
2018,7,29,23,248.9686907,21.94,0
2018,7,30,0,275.249982,20.25,1
2018,7,30,1,312.1652896,19.94,1
2018,7,30,2,384.3543512,18.56,1
2018,7,30,3,429.7838818,18.45,1
2018,7,30,4,341.3960497,18.89,1
2018,7,30,5,257.1228492,19.28,1
2018,7,30,6,169.7341039,20.79,1
2018,7,30,7,145.8403472,21.39,1
2018,7,30,8,131.1341312,22.84,1
2018,7,30,9,128.4405382,25.49,1
2018,7,30,10,127.3868305,26.94,1
2018,7,30,11,139.7591077,27.1,1
2018,7,30,12,183.8508153,26.03,1
2018,7,30,13,256.846451,32.86,1
2018,7,30,14,227.7486164,37.94,1
2018,7,30,15,316.3587276,28.82,1
2018,7,30,16,522.2282688,32.82,1
2018,7,30,17,701.458891,28.37,1
2018,7,30,18,919.5428885,28.27,1
2018,7,30,19,1125.171045,25.23,1
2018,7,30,20,1242.844169,28.17,1
2018,7,30,21,1372.182521,24.56,1
2018,7,30,22,1470.423963,22.03,1
2018,7,30,23,1524.549526,20.44,1
